title,review,date,rating,sentiment,topic
They like to throw your parcels at yourâ€¦,They like to throw your parcels at yourâ€¦ They like to throw your parcels at your door was caught on cctv they drive the vans like they have just stolen them drive up the road on the Kurb doing over the speed limit the list goes on,2024-09-06 16:58:07+00:00,1.0,Negative,Delivery
!Exceptional values & integrity!,!Exceptional values & integrity! Not one dime ever again!! SMD Amazon!!!,2024-09-06 17:32:13+00:00,1.0,Positive,Pricing
Bunch of SCAMMERS,"Bunch of SCAMMERS I cannot believe that I am actually moved to call AMAZON a bunch of SCAMMERS. I placed an order for an item yesterday evening. It was on a price offer until midnight and would be delivered the next day (today). I just happened to look at my orders and saw that it would, now, not be delivered for another TWENTY FOUR DAYS. On the order page, I clicked on the image of the item - read that again slowly, ON THE ORDER PAGE, I CLICKED ON THE IMAGE OF THE ITEM and it took me back to it, SHOWING THAT I HAD BOUGHT IT THE DAY BEFORE but it was now back to its original price AND WITH NEXT DAY DELIVERY. I called amazon to query this and was told that I could cancel the order re-place it and my item would arrive the next day. But, of course, I would have to pay the higher price. No amount of arguing seemed to be able to answer the question of how EXACTLY the same item can be delivered next day at the higher price, but at the offer price I paid the previous day I would have to wait over three weeks. Insanity. I demanded to speak to the agent's supervisor and, after more arguing, I was put through. The supervisor, after more arguing and trying to get through to him the ridiculousness of the situation, was magnanimous enough to offer me the difference in a gift card if I cancelled and re-placed the order. I don't want an effing gift card, I want the item at the price I paid and with the delivery time advertised on the listing at the time I paid for it. Is that too much to ask? What they did, by anyone's definition, was a SCAM and I have now deleted my account.",2024-09-06 19:12:09+00:00,1.0,Negative,Pricing
I love Amazon,"I love Amazon I have never had an issue with Amazon. Even the very few times that there has been something wrong, they are amazing and always help. Some things are still cheaper in the stores, but I love shopping on Amazon. It's the first place I go looking for something I want/need. They also have so many other services that I use quite a lot. Amazon Music is AMAZING!",2024-09-06 19:28:32+00:00,5.0,Positive,Customer Service
Disgusting company in every way,Disgusting company in every way Disgusting company in every wayMr Jassy shame on you.,2024-09-06 21:21:26+00:00,1.0,Negative,Customer Service
I purchased a breadmaker from Amazonâ€¦,"I purchased a breadmaker from Amazonâ€¦ I purchased a breadmaker from Amazon Canada site, it was defective so I called Amazon customer service and was told that they would send a message to a third party seller and I should hear back from him within 48 hours. He sent a return label in which I would have to pay over 30.00 to ship back as well as a restocking fee. I again called Amazon and again they said they would take care of. This time the seller would not respond after 48hours. Again I was told it would be taken care of. The next day I got an email telling me the breadmaker was stolen and I would have to get a police report to them I stressed that I had several conversations with them already about this breadmaker and it was not stolen. The next day I received the same email saying I need the police report. I called again. This time in complete frustration. A john came on and then said I would need to deal with the seller to resolve now. Or he could put a certain percentage on my Amazon account if I kept the breadmaker. What??? All I wanted as a consumer was to return a defective item and have my money returned. I received a message today from their A Z department that my claim was denied. So my credit card has been charged and they refuse to take the item back or return my money. Do not deal with them, they are no longer the legitimate company they used to be.",2024-09-06 23:15:13+00:00,1.0,Negative,Customer Service
Auto generated refund incorrect and I cannot get my refund,Auto generated refund incorrect and I cannot get my refund This is the second time I have returned an item and Amazons automatic refund is more than what I paid. I get an error when I check refund status and refund cannot be processed. I call multiple times including talk to so called supervisors that cannot fix this issue and process my refund. I am getting sick of not getting this resolved and no one from Amazon can fix their auto generated refund system to refund my return. Amazon makes sure to charge you the minute it ships out but does not care enough for their customer service to refund when it is shipped back. I am highly disappointed with Amazons lack to help get me my refund due to their computer glitch.,2024-09-06 23:25:00+00:00,1.0,Negative,Customer Service
Looking at reviews seems Amazon has gone downhill,Looking at reviews seems Amazon has gone downhill Judging by recent reviews it seems Amazon service is a taking a downhill trend. Ordered something simple- a two piece loveseat for a studio apartment. They delivered two of the same parts. Not usable as a sofa. Customer service wonâ€™t pick up til 20 th. After speaking to a â€œ leadâ€ itâ€™s now the 19 th. Now I have to store their mistake for almost 3 weeks as well as try to arrange a replacement which will clearly be thru another business. Paid for the service of having it brought to my door. Paid for nothing. Now they want me to somehow get it down the flights of stairs from my condo on my own to the â€œ garbageâ€ or take it to UPS - only other option given. Iâ€™m a prime member in two countries that buys for three residences. Management couldnâ€™t resolve issue.,2024-09-07 01:09:29+00:00,1.0,Negative,Delivery
I have been a Prime member since 2016,"I have been a Prime member since 2016 I have been a Prime member since 2016. In the years, the service has increased in price. Something else I noticed since lockdown: I can find most items I buy on Amazon cheaper elsewhere even when I include shipping. The only advantage Prime has is the speed of delivery (most of the time I can get it next day) pretty soon, it wonâ€™t be worth it: Disappointed.",2024-09-07 07:39:18+00:00,2.0,Negative,Pricing
Best for goods delivery andâ€¦,Best for goods delivery andâ€¦ Best for goods delivery and transportation,2024-09-07 09:49:55+00:00,5.0,Positive,Delivery
Slowly descending into obsolete,Slowly descending into obsolete Slowly descending into obsolete. Step your game up!,2024-09-07 10:55:06+00:00,3.0,Negative,Website/App
"Think twice, they may just take your money and run!!ðŸƒâ€â™‚ï¸","Think twice, they may just take your money and run!!ðŸƒâ€â™‚ï¸ After being a prime member for years, Amazon has randomly decided to close my account this week. They say itâ€™s for misuse because Iâ€™ve returned too many items. I have NEVER returned an item to Amazon! Despite my best efforts to communicate and get to the bottom of things this week, Iâ€™m still without my Amazon account. So obviously our Alexa stopped working, we canâ€™t access prime video, etc. I was able to change my password but that does nothing on a closed account.The real kicker?! THEY STILL TRIED TO CHARGE ME FOR A PRIME VIDEO ACCOUNT I CANNOT ACCESS!! How can you charge a closed account?!? Because their awful â€œcustomer serviceâ€ is allowed!! Meta and Amazon have grown too big for their britches and have no idea how to communicate with their customer base. Disgusting companies!",2024-09-07 11:18:19+00:00,1.0,Negative,Customer Service
Bad customer service,Bad customer service Drivers kept leaving my parcel on door step whiles not at home and without me requesting a safe place alot of my parcels got stolen due to their drivers fault and instead of investigating they blocked my account permanently and blamed it on too many refunds instead of their drivers,2024-09-07 12:36:58+00:00,1.0,Negative,Delivery
Excellent customer service seems to be a thing of the past,"Excellent customer service seems to be a thing of the past You could say a lot of things about Amazon, but historically they have had very good customer service. This seems to no longer be the case. I've wasted an hour and a half on an online chat and a phone call. Had to repeat myself many times and was given inaccurate information - total waste of time. In the end they gave me a Â£5 gift card in recognition of my poor experience, which I found a bit insulting under the circumstances",2024-09-07 13:57:39+00:00,1.0,Negative,Customer Service
Very successful company,Very successful company Very successful company,2024-09-07 14:28:51+00:00,5.0,Positive,Customer Service
Amazon is horrible,Amazon is horrible Amazon is horrible! They customer service is no help. They lie and hang up in your face. I was missing my toothbrush I order and they told me to call the police and make a report on the package which was a toothbrush. I hate Amazon and do not recommend it. Itâ€™s not our fault we have package thieves roaming the city.,2024-09-07 15:41:38+00:00,1.0,Negative,Customer Service
"Use ""What Three Words"" and deliver toâ€¦","Use ""What Three Words"" and deliver toâ€¦ Use ""What Three Words"" and deliver to the address that's ordered! It's not difficult, everyone else can do it!",2024-09-07 17:43:40+00:00,1.0,Negative,Delivery
Soooo annoyed with Amazon rubbishâ€¦,"Soooo annoyed with Amazon rubbishâ€¦ Soooo annoyed with Amazon rubbish delivery service. Placed an order yesterday, delivery due today, paid premium delivery cost and now on a Saturday night I've got to wait until between 8pm and 10pm. ITS SATURDAY NIGHT AND I CAN'T GO OUT. WILL BE USING OTHER ONLINE SERVICES FROM NOW ON. SOOO ANGRY ðŸ˜–.Even tried calling customer services and just got through to a daft chat bot. Can some young entrepreneur reading this please come up with a better more efficient solution/ service that not only looks after its staff but also provides a better delivery service. ( Take it to Dragons Den ) Really, two printer cartridges and I've potentially got to wait until 10pm on a Saturday night? URRGGGGHHHHðŸ˜–",2024-09-07 19:24:48+00:00,1.0,Negative,Delivery
Amazon have zero control over 3rd partyâ€¦,"Amazon have zero control over 3rd partyâ€¦ Amazon have zero control over 3rd party sellers. They take no responsibility for orders. Despite being charged for shipping I had to pay additional to the courier company to receive the order, as 3rd party seller chose a shipping option that didn't cover delivery door to door. I then received an open box product which was not mentioned and again amazon did nothing. To send the order back I need to pay again for the shipping, again amazon did nothing. Absolutely disgraceful.",2024-09-07 20:01:34+00:00,1.0,Negative,Customer Service
Gone downhill.,"Gone downhill. I've been loyally using Amazon for around ten years now, but my experience with it in 2024, especially within the last two or three months, has been absolutely dreadful. The two most common complaints I have to give, and the most annoying -1. Orders being delayed or outright being lost. I had an order that was out for delivery, then it kept being delayed until I was told it would arrive by 10pm, then it was delayed by two days, and the same thing just happened but this time delayed by four days. How can an order be OUT FOR DELIVERY and then end up being delayed by days?2. The refund system. I was told by an automated service that I'd be refunded for said cases above, but the system then told me I'd be refunded once the items are returned. I contacted one of the agents and questioned how can I return something that didn't arrive, and thankfully they agreed and refunded me. I don't know what's changed internally, but Amazon used to have reliable delivery and a reliable refund system. In the past months it's just completely gone downhill. I won't be using them from here on out. Do yourself a favour and use one of the many alternatives that now exist, there are plenty of great websites out there that are currently much better.",2024-09-07 22:22:36+00:00,1.0,Negative,Delivery
Stop climbing my effing fence toâ€¦,Stop climbing my effing fence toâ€¦ Stop climbing my effing fence to deliver the parcels!,2024-09-07 23:14:10+00:00,1.0,Negative,Delivery
Amazon delivery service gets worse by the day,"Amazon delivery service gets worse by the day Amazon just does not have the customer first anymore. Since COVID the delivery service has got worse and worse. You pay for prime, you get promised 2 day/ next day delivery when you make your transaction. Then itâ€™s delay here new delivery date. You contact customer support all you get is we are sorry. When will customer service understand I donâ€™t want your â€œwe are sorryâ€ I paid a premium cost for a service and you did not provide. Why am I not refunded my prime membership if you cannot deliver on your promise. What I have to do is wait till the package eventually turns up. The service has got more expensive and and less reliable. Need Walmart and the likes to pick up and take the crown. Amazon is not the cheapest so Iâ€™m paying more anyway companies just need to deliver on there promises and Iâ€™m jumping. Iâ€™m not loyal to Amazon anymore they treat customers like cash cows.",2024-09-08 02:32:20+00:00,1.0,Negative,Delivery
It has gotten worse and worse,"It has gotten worse and worse It has gotten worse and worse. The last 3 orders I have placed did not meet the delivery date. The last order was the wrong item. It was a lesser quality and was less cost. When I called, i was told the replacement wauld be here the next day. 3 hours later it showed it would be in 4 days. I called and I was told that was the fastest it could get to me, but I checked, and if i had ordered the item it would be 3 days. A mistake on the item they shipped and then lyed to me twice. Prim means nothing any more.",2024-09-08 02:54:45+00:00,1.0,Negative,Delivery
Screw bazo a d his tranny gf,Screw bazo a d his tranny gf Review text not found,2024-09-08 03:49:34+00:00,1.0,Negative,Website/App
Without any doubt the worse shop to buyâ€¦,"Without any doubt the worse shop to buyâ€¦ Without any doubt the worse shop to buy anything! This is an amateur website, made by kids. Only crazy people can buy from this store.There are so many things wrong here, that I don't have space, they need to shutdown this horrible immediately, stop stealing people, it's enough!People giving positive reviews or are fake or don't understand nothing of nothing! OK you buy, you receive and many times it's fast and If I want a refund they give no issues, that's it? You still don't get it? How amazon they work? They only want your money, and offcourse you came again, and recommend to others, but they are hidden their dark secrets, for they refund you, they stole the money from the sellers, because they can do whenever they want, they have the monopoly. Also because of their bad practices they are paying millions to regulators, because they don't follow the law in nothing! This is trash.For example do you know, they go to your card in your account, and without your permission they make debits? So give your card to these thiefs, they are the best shop in the world, they refynd and ship fast, and you are happy to be cheated by the most expensives prices of the planet? Yes they put there msny cheap products to cheat you, make you they are cheap, but less them 5% of their catalogue have a good price just to cheat you, all orders products can be 100x times cheaper everywhere! Open the eyes! They have debited my cards so many times without my permission, I considered if I don't checked I will be stolen, they don't have shame to do that? In Amazon this is normal for them. And for example delivery time? They say you will be refunded if item don't arrives in time, them when time arrives, they say you need await more 3 days them 1 week, them only after that you can ask refund?? What are a cheaters, liars? And they duplicate my orders, oh my god this is number one website of scamners, and also their website it's only well made, it's full of errors, bugs, looks a shop by children's nothing there makes sense. Open the eyes, this is just for lose your time and money, here you are dealing with disonest people",2024-09-08 07:28:59+00:00,1.0,Negative,Customer Service
Basically Amazon have Stolen my money,"Basically Amazon have Stolen my money Basically Amazon have Stolen my money. They converted a purchase refund to their gift card (which is an account credit not an actual gift card) then use that as a consumer rights get around to keep your money. I have not received the goods ordered as it was damaged a delivered damaged, returned, then the replacement wash machine was damaged in transit and returned before I even received it. They say no replacement is available and refused to refund. And have placed the money into their so called gift card system so you can only buy from them. This has been going on for at least two months now and I want my money back to purchase a washer elsewhere. So at the moment they have my Â£335. An incapable delivery company that damage washing machines and an AtoZ guarantee that is not worth a carrot. Iâ€™ve contacted Amazon customer service several times and thought it was sorted out but was blatantly lied to and have emails saying my money would be refunded. (Not happened) this is a blatant circumvention of statutory rights.205-5167737-2730713 1st wash machine cancelled by seller, must have know the delivery company in this area would damage it.205-8799210-9333925 2nd was machine arrived damaged ;3rd wash machine 026-5050470-3249926 damaged in transit and never arrived After all that they still refuse to refund. Amazon customer service is a complete joke that parrot of pre recorded scripts bleating out total incomprehensible rubbish bordering fraudulent behavior to keep my money.",2024-09-08 12:52:56+00:00,1.0,Negative,Customer Service
Cheap company never think of seller,Cheap company never think of seller Review text not found,2024-09-08 13:35:25+00:00,1.0,Negative,Pricing
Do not trust Amazon!,Do not trust Amazon! I recently purchased an item from Amazon listed as â€œmozzie milkâ€ 125ml at a purchase price of Â£17.50 + Â£5.90 for post and packing. The item I received is a different product in a 100ml container. The item was to be delivered from a third party supplier. Yet my contract is indisputably with Amazon. Navigating the click box returns process is straight forward unless there is an anomaly. In my case it appears I have to pay for the return and do not get a refund on the post and packaging. After several hours of exploring ways to have an interactive exchange with a human being have all been closed down by Amazon. It claims to have a chat box but clicking the link simply takes you back to square one in a never ending circle. Listed email addresses have all been returned as â€œ undeliverableâ€I managed to find an 0800 number through Wikipedia which is accompanied by a warning to expect very long waiting times. Amazon have clearly decided to block any communication with customers who they appear to hold as contemptible. I find this morally reprehensible and will not be using Amazon again.,2024-09-08 14:22:16+00:00,1.0,Negative,Customer Service
Racist behavior,"Racist behavior ""I have a foreign name, and yes, I am foreign. But that does not excuse the abysmal behavior of Amazon's customer representative. After being connected to an Amazon agent, she asked for my name. Once I said it, she immediately transferred me, without asking, to a Spanish-speaking representative â€” and I do not speak Spanish.Was she instructed to assume that all foreigners are Latinos, or that none of them speak English? Or were those her own biases? Either way, this episode reflects terribly on Amazon",2024-09-08 15:18:27+00:00,1.0,Negative,Customer Service
VERY POOR SERVICE,"VERY POOR SERVICE For the last 2 - 3 weeks the Amazon delivery driver has NOT been complying with delivery instructions. He leaves parcels/packages outside my front door (even in the rain), does NOT ring the doorbell & drives off.I've complained to the Customer Service Centre 4 times, to No Avail. On my front door is an A3 sign saying ""PLEASE LEAVE PACKAGES IN THE UNLOCKED PORCH"".AMAZON HAS NO CONTROL ON WHO IT EMPLOYS & does Not give TRAINING.",2024-09-08 17:09:32+00:00,1.0,Negative,Delivery
ðŸ‘ŽTHE NEW CEO AS MADE AMAZON GETTING FROM WORST TO WORST,"ðŸ‘ŽTHE NEW CEO AS MADE AMAZON GETTING FROM WORST TO WORST OMG , I HAVE BEEN A PRIME COSTUMERS FOR MANY , MANY YEARS . SINCE MR JEFF BEZOS LET AMAZON AND THE NEW CEO MR JASSY ANDY , AMAZON IS GETTING FROM WORST TO WORST SADLY , BUT THE TRUTH , FROM : COSTUMERS SERVICES GETING FROM WORST TO WORST EACH DAY , THE DELIVERIES GETTING LATE AND LATE AT NIGHT , OR NOT AT ALL ON THE SAME DAY , EVEN THE DELIVERIES BEFORE 13H00, ARE NOT BEEN DELIVERED EITHER . THE PRICES GETTING HIGHER AND HIGHER , WE HAVE TO PAY EXTRA Â£1.99 FOR BERORE 13H , THAT WAS NOT BEFORE , IT WAS PART OF BEEN A PRIME COSTUMER .PROBLEMS AFTER PROBLEMS WITH EVERY DELIVERIES . NOW THEY ARE USING EVRI COURIER , EVRI IS ONE OF THE WORST COURIER IN THE UK . THE LOGISTIC DEPARTMENT IN AMAZON ARE GETTING WORST , WHY ??, IN NEARLY EVERY ORDER I KEEP HAVING ISUES , WHEN YOU CALL YOU ARE GETTING A BUNCH OF INCOMPETENT THAT ARE NOT CAPABLE OF RESOLVING ANYTHINGS AT ALL . AND WHEN YOU SEND EMAIL TO THE CEO OFFICE , YOU KEEP GETING GENERIC EMAILS , THAT ARE ALL REPEATEDLY SAYING THE SAME . NEVER BEING ABLE OF RESOLVING ANYTHINGS OR ANY ISUES , WHY ARE THEY PAID FOR ??, I WANDER !.. THEY TOTALY ROBOTIC .WHATS THE POINT OF BEING A PRIME COSTUMER ??ðŸ˜¤ðŸ‘Ž. ENOUGH IS ENOUGH !.WHEN THE NEW CEO IS GOING TO MAKE IT BACK TO BETTER AGAIN ?, INSTED OF WORST ???!!.... PLEASE DO LET ME KNOW .",2024-09-08 20:20:09+00:00,1.0,Negative,Customer Service
The drivers do not read the deliveryâ€¦,"The drivers do not read the deliveryâ€¦ The drivers do not read the delivery instructions. I have had 2 delivery attempts for not having access to the building. Had they read the delivery instructions I would have my package delivered. Drivers are doing what they want and thats the bare minimum when they clearly do not read instructions. The first time i contacted customer service, Meera was very unhelpful. The attempt was at 5am and the package could have been redelivered same day. All they asked was would I prefer a refund or to replace the items. In order to get them redelivered I chose to replace them.I had to contact customer service again due to drivers incompetency of not following simple directions. The second cutomer service rep,Sanika helped tremendously. Instead of replacing it or refunding the money this rep actually got ahold of the department so that my package can be delivered by end of day. I will update if my package still is not delivered.",2024-09-08 21:23:39+00:00,1.0,Negative,Delivery
They should verify what sellers areâ€¦,"They should verify what sellers areâ€¦ They should verify what sellers are selling... a solar panel of 10 by 20 cm can never be 50wp as an example.Solarchargers of type mppt that are not that type at all, bad performances. Not every buyer is an expert.And all these rubbish sellers are bad for Amazon, despite Amazons good delivery procedures",2024-09-08 21:29:59+00:00,3.0,Negative,Product Quality
Replacement for tablet under warranty,Replacement for tablet under warranty I have had nothing but problems with Amazon for over a month where I sent a fire tablet back to them to be repaired under warranty but then they decided to replace it. But 6 weeks later I still have not received a replacement. So I am now Â£100 down for a tablet I ainâ€™t got,2024-09-08 21:39:48+00:00,1.0,Negative,Delivery
Have Amazon no sense of responsibility for Sub Suppliers,"Have Amazon no sense of responsibility for Sub Suppliers I never use Amazon because of a bad experience several years ago (Hair Dryer burst into flames and Amazon didn't want to know). However, my daughter has used Amazon consistantly, being reasonably satisfied. However, experience this week has changed her opinion. She ordered a Power Washer. When it arrived, the cardboard box it was in appeared to have been opened and very roughly resealed. On opening the box, two of the main components were missing, namely the gun and handle. On phoning Amazon, we were told that we had to deal directly with the supplier. Complaining about this, after over 40 minutes on the phone, we got a promise of a refund. We asked for that to be confirmed in an email. Email arrived stating we had to deal directly with supplier! Phoned back but got nowhere. You would have thought that, considering the disgraceful condition the Washer was delivered in, Amazon would have wanted to be involved.",2024-09-08 21:53:06+00:00,1.0,Negative,Customer Service
Fast!!,Fast!! My husbandâ€™s to go place for everything every thing gets here so fast in Arizona. It is insane. Itâ€™s very reliable and itâ€™s very quickly so it is our place to shop when we need stuff ASAP.,2024-09-08 22:28:46+00:00,5.0,Positive,Delivery
NO HUMANS ABOARD !,"NO HUMANS ABOARD ! I've always avoided using Amazon like the plague, but now I will never use them again. They sent my order through the USPS which lost my package ! They don't stand behind you AT ALL. They wont reimburse me so now I'm out 60 bucks. You can't call and talk to a human - they just send you around in circles ! An absolute garbage company !",2024-09-08 23:00:27+00:00,1.0,Negative,Customer Service
They try to CON you out of money ALLâ€¦,They try to CON you out of money ALLâ€¦ They try to CON you out of money ALL the time...,2024-09-08 23:43:03+00:00,1.0,Negative,Pricing
"Gave fake tracking number, never sentâ€¦","Gave fake tracking number, never sentâ€¦ Ordered an item they said it will come sept 1. Didn't come and they said now it will be sept 5. Sept 5 came and no delivery, said sept 11. I looked into it and found they had given a fake tracking number, when you check the number it says usps has not recieved the item. I demanded money back and they gave me a run around so I went to the cc company to get my refundAvoid amazon!!",2024-09-09 00:52:48+00:00,1.0,Negative,Delivery
Beware of their review process,"Beware of their review process Beware of their review process. Deleted my reviews for mentioning how destroyed the packaging was on a item, and deleted my review on their on Batman tv show because I said it was â€œâ€˜awakenedâ€™ and therefore not appropriate for the small children it was marketed towards.â€ Ads on prime video now, no more two day shipping, and prices that make your savings look like peanuts and youâ€™ve got just another scam preying on peopleâ€™s probable unlikelihood of going out to find items cheaper elsewhere, run by a billionaire who canâ€™t make enough money to not charge an extra $3 per month to remove ads from a formerly ad-less service.",2024-09-09 03:30:07+00:00,1.0,Negative,Website/App
Yikes terrible!,"Yikes terrible! Yikes! Terrible customer service. Ordered 6 bottles of vitamins, and only 1 arrived. Took a video of unopened bag clearly showing sealed and only 1 bottle inside. After wasting 40 minutes chatting to an agent, told I need to return for a refund, which may take 1-2 months! Instead of just sending the missing bottles. Crazy!",2024-09-09 04:53:21+00:00,1.0,Negative,Customer Service
Excellent Shopping Experience on Amazon,"Excellent Shopping Experience on Amazon Iâ€™ve been using Amazon for several years, and it consistently delivers a great shopping experience. The website is user-friendly, making it easy to find what I need quickly. From books to electronics, the variety of products is impressive. The customer reviews are helpful in making informed decisions, and Iâ€™ve found the delivery to be fast and reliable. In the rare instance Iâ€™ve needed to return an item, the process was smooth and hassle-free. Overall, Amazon provides convenience and value, and I highly recommend it to others.",2024-09-09 09:53:01+00:00,5.0,Positive,Delivery
"Very gshould own royal mail, and would make it a viable company.","Very gshould own royal mail, and would make it a viable company. Very good company, a returns policy which takes some beating. Turn around of goods to customer is second to none.",2024-09-09 10:12:14+00:00,5.0,Positive,Customer Service
Itâ€™s great you can always find what youâ€¦,Itâ€™s great you can always find what youâ€¦ Itâ€™s great you can always find what you need. Very quick delivery,2024-09-09 10:33:31+00:00,5.0,Positive,Delivery
Refuse to refund me,"Refuse to refund me What a horrible experience with amazon where they refuse refund you when you bought an item, they send you the wrong item out and when it comes to getting a refund they just keep saying 7days. Now this item wasn't even the same brand, was a cheap 16inch one where mine was 18 inch monster not going into detail of how much but it was expensive. If you been in the same situation before what did you do because I'm getting no where. I've also spoken to them on the phone and they hung up on me, twice. This conversation has happened every 7 days since the 16th July, just going round in circles.",2024-09-09 10:56:02+00:00,1.0,Negative,Customer Service
Fraudulent Behaviour - fake reviews,"Fraudulent Behaviour - fake reviews I appreciate how pointless it may be to review a behemoth company like Amazon but it appears that consumers are powerless to prevent companies like this defrauding them. Unless of course you refuse to use them. I have read about fake Amazon reviews in the press, but today has been the first time I've experienced it. An item I found via Google search was listed on Amazon. On further inspection it became clear that all of the reviews are fake. It also became clear that every other item sold by this Amazon merchant were also fake. To make matters worse, all items are being supplied directly by Amazon making them wholly complicit in this fraud. Complaining directly to Amazon is impossible as there appears to be no way to do so and their AI chat bots only provide very specific topics to contact them about, fraud not being one of them. If you are using Amazon, please be aware of this. Check out MISOSU Direct Shop for example fake reviews, they all start with some made up problem that the item has been given 5 stars for resolving.",2024-09-09 13:00:41+00:00,1.0,Negative,Product Quality
My product was left on the street porchâ€¦,"My product was left on the street porchâ€¦ My product was left on the street porch where anyone could pick it up and steal it. I was at home all day waiting for this but the person handling my delivery never bothered to even ring the door bell or anything, just left it outside.I am very disappointed in such service. If it wasn't for the email notification letting me know my parcel had been delivered, I wouldn't have know to look for it as fast as I did.I highly recommend NOT using their delivery services. They are the worst.",2024-09-09 18:07:16+00:00,1.0,Negative,Delivery
Amazon are thiefâ€™s,Amazon are thiefâ€™s Amazon are thiefâ€™s. I brought Â£50 worth of stuff and they took my money. I have proof on my bank statement but apparently the money is stuck in thin air. They will not send my stuff. But I can buy it again from them! And pay again! I have to take there word that I will get my money back! I have no trust for you. Liars and thiefâ€™s. Donâ€™t trust.,2024-09-09 19:30:59+00:00,1.0,Negative,Delivery
Guess whether you have had a delivery,Guess whether you have had a delivery No problem ordering from Amazon. They make the process simple and its quick and effective. However the delivering of goods is ridiculous. I have had 2 deliveries in the past 2 days. I physically watched the driver leave his van and walk up the path. He could not see me. I waited for the door to go but nothing happened although i did see the colour of the delivery guys jacket heading back down the close stairs. I assumed it must have been a delivery for next door and thought no more of it for 5 minutes. Then my phone went to tell me my package was delivered!!!! News to me so I opened the door and in the middle of my step was my package. The driver made no attempt to ring the bell or knock the door and the same thing happened with yesterdays delivery.If this happens again the item will be returned to amazon for a full refund as i am not in the habit of buying things with a huge risk attached on whetheri receive it or not.I called amazon customer services who were more interested in getting me to jump through hoops than help. After doing all the account verification before speaking to the advisor she was unwilling to help unless i went through all the security again. Pathetic. No wonder so many people are upset with the way Amazon go about their business. I now understand fully.,2024-09-09 19:41:36+00:00,1.0,Negative,Delivery
Brilliant service,Brilliant service I canâ€™t fault their delivery service. From the purchases Iâ€™ve made Iâ€™ve had one occasion where they sent the wrong item. They were fantastic in lockdown and still continue the same service. Customer service is excellent too,2024-09-09 20:03:34+00:00,5.0,Positive,Delivery
Bad delivery,"Bad delivery Can't leave a bad review about amazon anywhere now!Google don't seem to allow it, amazon don't either but their delivery drivers are disgusting!",2024-09-09 20:22:50+00:00,1.0,Negative,Delivery
Great!,Great! The app was very easy to scroll through. They helped recommend me items based off my recent searches and helped me find exactly what I was looking for.,2024-09-09 20:42:07+00:00,5.0,Positive,Website/App
Horrible horrendous company Amazon Fresh,Horrible horrendous company Amazon Fresh Horrible horrendous company. Amazon Fresh just delivered damaged products and expired item and refuse to refund me unless I send pictures. They keep delivering my order and not following instructions. Iâ€™m going to Walmart delivery service if they donâ€™t get it together. This is so frustrating!,2024-09-09 23:12:14+00:00,1.0,Negative,Delivery
Amazon Supports Cigarette Addiction and Ruins Lives,"Amazon Supports Cigarette Addiction and Ruins Lives Our company, Herbal Spirits, designed and sold herbal blends that were designed to help people quit smoking addictive, nicotine-filled tobacco cigarettes. Amazon deactivated our store for selling Marshmallow Leaf, a harmless, unregulated herb that grows throughout the world. This loss of revenue directly resulted in the failure of the business. In addition, Amazon deactivated a completely separate corporation's account for being ""related"" even though it had violated none of Amazon's policies. As a result, that business has also lost the majority of it's revenue, and it now facing bankruptcy. All of the families employed by this business are facing unemployment now. After hiring an attorney to appeal to Amazon's legal team, Amazon responded that selling Marshmallow Leaf on their website is fatal to reinstatement of the accounts, even though a quick search on their marketplace reveals that plenty of sellers are still selling products that contain Marshmallow Leaf. This unfair treatment of our businesses reveals that Amazon is clearly in support of addictive substances such as nicotine-filled tobacco cigarettes, and is also in favor of destroying family owned businesses to maintain their dominance of the online retail marketplace. This is also a violation of anti-trust laws. Amazon is a very EVIL monopoly, with a stranglehold on the online retail marketplace, and they should be avoided at ALL COSTS.",2024-09-10 01:00:28+00:00,1.0,Negative,Customer Service
Delivery instructions don't mean anything to Amazon,"Delivery instructions don't mean anything to Amazon If I could give Amazon a zero i would. I have a PO Box so I filled out Amazon's delivery instructions but they can't seem to follow the hours of operation of the UPS store where my PO Box is located. They have tried to deliver 13 of my orders after the UPS store was closed since January. I'm done with Amazon, prices aren't as good anymore and since I'm driving to thr UPS store to pickup my packages it isn't saving me money. Ever since they stopped using UPS and Fedex to make their deliveries their service has sucked!",2024-09-10 01:37:30+00:00,1.0,Negative,Delivery
Account hold & closed with no explaination,"Account hold & closed with no explaination I submitted every document they requested, and they reply me with ""We closed your account""?? They said contact customer service if I think this was a mistake, but the thing is THERE IS NO CUSTOMER SERVICE if I dont have an account! Gotta do better uncle Jeff",2024-09-10 10:37:25+00:00,1.0,Negative,Customer Service
"EMPTY PACKAGE, REFUND AFTERWARDS","EMPTY PACKAGE, REFUND AFTERWARDS I purchased Sony WH-CH720N Noise Cancelling Wireless Bluetooth Headphone FOR Â£64.99 sold by amazon on 28.08.2024, it delivered on 29.08.2024 and PACKAGE IS EMPTY. IT'S RIDICULOUS.Customer service has refunded the giftcard balance and money i paid after 72 working hours.",2024-09-10 11:07:36+00:00,5.0,Negative,Product Quality
average,average average The design of website is not very simple and convenient. It is not a kind of shopping vibe. All of the things are unremarkable.,2024-09-10 14:00:24+00:00,3.0,Neutral,Website/App
